Date,Open,High,Low,Close,Volume
2015-03-04,32.275,32.39,32.080002,32.135,126665200
2015-03-05,32.145,32.1875,31.44,31.6025,226068400
2015-03-06,32.099998,32.3425,31.565,31.65,291368400
2015-03-09,31.99,32.3925,31.265,31.785,354114000
2015-03-10,31.6025,31.805,30.95,31.1275,275426400
2015-03-11,31.1875,31.1925,30.5275,30.56,275756000
2015-03-12,30.5775,31.225,30.4075,31.1125,193450800
2015-03-13,31.1,31.35,30.645,30.8975,207309200
2015-03-16,30.97,31.2375,30.7175,31.2375,143497200
2015-03-17,31.475,31.83,31.4125,31.76,204092400
2015-03-18,31.75,32.29,31.5925,32.1175,261083600
2015-03-19,32.1875,32.3125,31.85,31.875,183238000
2015-03-20,32.0625,32.099998,31.29,31.475,274780400
2015-03-23,31.78,31.9625,31.63,31.8025,150838800
2015-03-24,31.8075,32.0099983,31.64,31.6725,131369200
2015-03-25,31.635,31.705,30.845,30.845,206620800
2015-03-26,30.69,31.22,30.65,31.059999,190291600
2015-03-27,31.1425,31.175,30.7275,30.8125,158184800
2015-03-30,31.012501,31.6,31.0,31.5925,188398800
2015-03-31,31.5225,31.6225,31.09,31.1075,168362400
2015-04-01,31.205,31.28,30.775,31.0625,162485600
2015-04-02,31.2575,31.39,31.047501,31.33,128880400
2015-04-06,31.1175,31.8775,31.0825,31.8375,148776000
2015-04-07,31.91,32.029999,31.495,31.5025,140049200
2015-04-08,31.4625,31.6,31.2425,31.4,149316800
2015-04-09,31.4625,31.645,31.165,31.64,129936000
2015-04-10,31.4875,31.8025,31.315,31.775,160752000
2015-04-13,32.092499,32.1425,31.6525,31.7125,145460400
2015-04-14,31.75,31.8225,31.4775,31.575,102098400
2015-04-15,31.6025,31.7825,31.5025,31.695,115881600
2015-04-16,31.57,31.775,31.5275,31.5425,113476000
2015-04-17,31.3875,31.535,31.115,31.1875,207828000
2015-04-20,31.3925,32.029999,31.2925,31.9,188217200
2015-04-21,32.025002,32.049999,31.6675,31.7275,129740400
2015-04-22,31.7475,32.2175,31.58,32.155,150618000
2015-04-23,32.075001,32.605,32.035,32.4175,183083600
2015-04-24,32.6225,32.6575,32.3075,32.57,178103600
2015-04-27,33.077499,33.2825,32.7875,33.1625,387816800
2015-04-28,33.615,33.635,32.3925,32.64,475696000
2015-04-29,32.54,32.8975,32.075001,32.16,253544400
2015-04-30,32.16,32.16,31.145,31.2875,332781600
2015-05-01,31.525,32.5325,31.325,32.2375,234050400
2015-05-04,32.375,32.6425,32.064999,32.175,203953200
2015-05-05,32.037498,32.1125,31.445,31.45,197085600
2015-05-06,31.64,31.6875,30.84,31.2525,288564000
2015-05-07,31.1925,31.52,31.0049992,31.315,175763600
2015-05-08,31.67,31.905,31.5275,31.905,222201600
2015-05-11,31.8475,31.89,31.4075,31.58,168143200
2015-05-12,31.4,31.72,31.205,31.4675,192640000
2015-05-13,31.5375,31.7975,31.4675,31.5025,138776800
2015-05-14,31.8525,32.2375,31.79,32.2375,180814000
2015-05-15,32.2675,32.3725,32.052502,32.1925,152832000
2015-05-18,32.095001,32.68,32.09,32.5475,203531600
2015-05-19,32.6725,32.72,32.41,32.5175,178532800
2015-05-20,32.5,32.745,32.335,32.515,145819600
2015-05-21,32.5175,32.9075,32.4575,32.8475,158921600
2015-05-22,32.9,33.2425,32.85,33.135,182384000
2015-05-26,33.15,33.2275,32.28,32.405,282790400
2015-05-27,32.585,33.064999,32.5125,33.0099983,183332800
2015-05-28,32.965,32.9875,32.775,32.945,122933200
2015-05-29,32.8075,32.8625,32.475,32.57,203538000
2015-06-01,32.57,32.8475,32.5125,32.635,128451200
2015-06-02,32.465,32.665,32.33,32.49,134670400
2015-06-03,32.665,32.735,32.475,32.53,123934000
2015-06-04,32.395,32.645,32.2275,32.34,153800400
2015-06-05,32.375,32.4225,32.09,32.1625,142507200
2015-06-08,32.225,32.3025,31.7075,31.95,210699200
2015-06-09,31.675,32.02,31.405,31.855,224301600
2015-06-10,31.98,32.335,31.9625,32.22,156349200
2015-06-11,32.295,32.545,32.12,32.1475,141563600
2015-06-12,32.047501,32.0825,31.7775,31.7925,147544800
2015-06-15,31.525,31.81,31.4275,31.73,175955600
2015-06-16,31.7575,31.9625,31.5925,31.9,125976400
2015-06-17,31.93,31.97,31.685,31.825,131672400
2015-06-18,31.8075,32.077499,31.805,31.97,141628800
2015-06-19,31.9275,31.955,31.6,31.65,218867600
2015-06-22,31.8725,32.014999,31.77,31.9025,136157200
2015-06-23,31.87,31.9025,31.72,31.7575,121075600
2015-06-24,31.8025,32.45,31.78,32.0275,221123600
2015-06-25,32.215,32.3,31.875,31.875,127752400
2015-06-26,31.9175,31.9975,31.6275,31.6875,176267200
2015-06-29,31.365,31.6175,31.12,31.1325,196645600
2015-06-30,31.3925,31.53,31.215,31.3575,177482800
2015-07-01,31.725,31.735,31.4975,31.65,120955200
2015-07-02,31.6075,31.6725,31.4425,31.61,108844000
2015-07-06,31.235,31.5575,31.2125,31.5,112241600
2015-07-07,31.4725,31.5375,30.9425,31.4225,187787200
2015-07-08,31.12,31.16,30.635,30.6425,243046400
2015-07-09,30.9625,31.014999,29.805,30.0175,314380000
2015-07-10,30.485,30.9625,30.3025,30.82,245418000
2015-07-13,31.2575,31.44,31.08,31.415,165762000
2015-07-14,31.51,31.5925,31.26,31.4025,127072400
2015-07-15,31.43,31.7875,31.395,31.705,134596800
2015-07-16,31.935,32.1425,31.8375,32.1275,144889600
2015-07-17,32.27,32.405,32.077499,32.405,184658800
2015-07-20,32.7425,33.2425,32.675,33.017502,235600800
2015-07-21,33.2125,33.23,32.58,32.6875,307025600
2015-07-22,30.4975,31.375,30.4975,31.305,461802400
2015-07-23,31.55,31.7725,31.265,31.29,203998000
2015-07-24,31.33,31.435,30.975,31.125,168649200
2015-07-27,30.7725,30.9025,30.53,30.6925,177822000
2015-07-28,30.845,30.9775,30.6375,30.845,134472400
2015-07-29,30.7875,30.875,30.5675,30.7475,148046800
2015-07-30,30.58,30.6425,30.4275,30.5925,134513200
2015-07-31,30.65,30.66,30.2275,30.325,171540000
2015-08-03,30.375,30.6425,29.38,29.61,279904000
2015-08-04,29.355,29.425,28.3125,28.66,496554400
2015-08-05,28.2375,29.36,28.025,28.85,397250400
2015-08-06,28.9925,29.125,28.53,28.7825,211612000
2015-08-07,28.645,29.0625,28.625,28.88,154681600
2015-08-10,29.1325,29.9975,29.1325,29.93,219806400
2015-08-11,29.4525,29.545,28.3325,28.3725,388331200
2015-08-12,28.1325,28.855,27.4075,28.81,404870000
2015-08-13,29.01,29.1,28.635,28.7875,194143200
2015-08-14,28.58,29.077499,28.5025,28.99,171718000
2015-08-17,29.01,29.4125,28.875,29.29,163538800
2015-08-18,29.1075,29.36,29.0025005,29.125,138242800
2015-08-19,29.025,29.13,28.67,28.7525,193146000
2015-08-20,28.52,28.5875,27.9075,28.1625,274006400
2015-08-21,27.6075,27.975,26.4125,26.44,513102000
2015-08-24,23.7175,27.2,23.0,25.78,648825200
2015-08-25,27.7775,27.7775,25.875,25.935,414406400
2015-08-26,26.7725,27.4725,26.2625,27.4225,387098400
2015-08-27,28.057501,28.31,27.505,28.23,338464400
2015-08-28,28.0425,28.3275,27.885,28.3225,212657600
2015-08-31,28.0074997,28.6325,28.0,28.19,224917200
2015-09-01,27.5375,27.97,26.84,26.93,307383600
2015-09-02,27.5575,28.084999,27.2825,28.084999,247555200
2015-09-03,28.1225,28.195,27.51,27.5925,212935600
2015-09-04,27.2425,27.6125,27.1275,27.3175,199985200
2015-09-08,27.9375,28.14,27.58,28.077499,219374400
2015-09-09,28.44,28.505,27.4425,27.5375,340043200
2015-09-10,27.5675,28.32,27.475,28.1425,251571200
2015-09-11,27.9475,28.5525,27.94,28.5525,199662000
2015-09-14,29.145,29.2225,28.715,28.8275,233453600
2015-09-15,28.9825,29.1325,28.605,29.07,173364800
2015-09-16,29.0625,29.135,28.86,29.1025,148694000
2015-09-17,28.915,29.1225,28.43,28.48,256450400
2015-09-18,28.0525,28.575,27.9675,28.3625,297141200
2015-09-21,28.4175,28.8425,28.415,28.8025,200888000
2015-09-22,28.345,28.545,28.13,28.35,201384800
2015-09-23,28.4075,28.68,28.325,28.58,143026800
2015-09-24,28.3125,28.875,28.092501,28.75,200878000
2015-09-25,29.11,29.1725,28.505,28.6775,224607600
2015-09-28,28.4625,28.6425,28.11,28.11,208436000
2015-09-29,28.2075,28.3775,26.965,27.265,293461600
2015-09-30,27.5425,27.885,27.1825,27.575,265892000
2015-10-01,27.2675,27.405,26.8275,27.395,255716400
2015-10-02,27.0025005,27.7525,26.8875,27.595,232079200
2015-10-05,27.47,27.8425,27.2675,27.695,208258800
2015-10-06,27.6575,27.935,27.4425,27.8275,192787200
2015-10-07,27.935,27.9425,27.3525,27.695,187062400
2015-10-08,27.5475,27.5475,27.0525,27.375,247918400
2015-10-09,27.5,28.07,27.3725,28.030001,211064400
2015-10-12,28.1825,28.1875,27.86,27.9,121868800
2015-10-13,27.705,28.1125,27.67,27.9475,132197200
2015-10-14,27.8225,27.88,27.39,27.5525,177849600
2015-10-15,27.7325,28.025,27.6225,27.965,150694000
2015-10-16,27.945,28.0,27.6325,27.76,156930400
2015-10-19,27.7,27.9375,27.5275,27.9325,119036800
2015-10-20,27.835,28.5425,27.705,28.4425,195871200
2015-10-21,28.5,28.895,28.425,28.44,167180800
2015-10-22,28.5825,28.875,28.525,28.875,166616400
2015-10-23,29.175,29.8075,29.0825,29.77,237467600
2015-10-26,29.52,29.5325,28.73,28.82,265335200
2015-10-27,28.85,29.135,28.4975,28.6375,279537600
2015-10-28,29.2325,29.825,29.014999,29.8175,342205600
2015-10-29,29.675,30.1725,29.5675,30.1325,204909200
2015-10-30,30.2475,30.305,29.8625,29.875,197461200
2015-11-02,30.2,30.34,29.9025,30.295,128813200
2015-11-03,30.1975,30.8725,30.175,30.6425,182076000
2015-11-04,30.7825,30.955,30.405,30.5,179544400
2015-11-05,30.4625,30.6725,30.045,30.23,158210800
2015-11-06,30.2775,30.4525,30.155,30.265,132169200
2015-11-09,30.24,30.4525,30.012501,30.1425,135485600
2015-11-10,29.225,29.5175,29.014999,29.1925,236511600
2015-11-11,29.092501,29.355,28.8025,29.0275,180872000
2015-11-12,29.065001,29.205,28.9125,28.93,130102400
2015-11-13,28.8,28.8925,28.067499,28.084999,183249600
2015-11-16,27.845,28.56,27.75,28.545,152426800
2015-11-17,28.73,28.7625,28.33,28.4225,110467600
2015-11-18,28.94,29.3725,28.875,29.3225,186698800
2015-11-19,29.41,29.9375,29.19,29.695,173183200
2015-11-20,29.8,29.98,29.7125,29.825,137148400
2015-11-23,29.8175,29.9325,29.335,29.4375,129930000
2015-11-24,29.3325,29.8375,29.28,29.72,171212800
2015-11-25,29.8025,29.8075,29.48,29.5075,85553200
2015-11-27,29.5725,29.6025,29.4,29.4525,52185600
2015-11-30,29.4975,29.8525,29.4375,29.575,156721200
2015-12-01,29.6875,29.7025,29.215,29.335,139409600
2015-12-02,29.335,29.5275,29.02,29.07,133546400
2015-12-03,29.1375,29.1975,28.555,28.8,166278000
2015-12-04,28.8225,29.8125,28.7775,29.7575,231108000
2015-12-07,29.745,29.965,29.4525,29.57,128336800
2015-12-08,29.38,29.65,29.215,29.5575,137238000
2015-12-09,29.41,29.4225,28.77,28.905,185445600
2015-12-10,29.01,29.235,28.8775,29.0425,116850800
2015-12-11,28.7975,28.8475,28.2125,28.295,187544800
2015-12-14,28.045,28.17,27.4475,28.12,257274800
2015-12-15,27.985,28.2,27.5875,27.6225,213292400
2015-12-16,27.7675,27.9975,27.2,27.835,224954000
2015-12-17,28.0049992,28.0625,27.245,27.245,179091200
2015-12-18,27.2275,27.38,26.4525,26.5075,385813200
2015-12-21,26.82,26.8425,26.3925,26.8325,190362400
2015-12-22,26.85,26.93,26.6125,26.8075,131157600
2015-12-23,26.8175,27.2125,26.8,27.1525,130629600
2015-12-24,27.25,27.25,26.9875,27.0074997,54281600
2015-12-28,26.8975,26.9225,26.545,26.705,106816800
2015-12-29,26.74,27.3575,26.715,27.185,123724800
2015-12-30,27.145,27.175,26.795,26.83,100855200
2015-12-31,26.7525,26.7575,26.205,26.315,163649200
2016-01-04,25.6525,26.3425,25.5,26.3375,270597600
2016-01-05,26.4375,26.4625,25.6025,25.6775,223164000
2016-01-06,25.14,25.5925,24.9675,25.175,273829600
2016-01-07,24.67,25.032499,24.1075,24.1125,324377600
2016-01-08,24.6375,24.7775,24.19,24.24,283192000
2016-01-11,24.7425,24.765,24.335,24.6325,198957600
2016-01-12,25.1375,25.1725,24.71,24.99,196616800
2016-01-13,25.08,25.2975,24.325,24.3475,249758400
2016-01-14,24.49,25.12,23.935,24.88,252680400
2016-01-15,24.049999,24.4275,23.84,24.2825,319335600
2016-01-19,24.6025,24.6625,23.875,24.165,212350800
2016-01-20,23.775,24.5475,23.355,24.1975,289337600
2016-01-21,24.265,24.47,23.735,24.075001,208646000
2016-01-22,24.6575,25.365,24.5925,25.355,263202000
2016-01-25,25.38,25.3825,24.8025,24.86,207178000
2016-01-26,24.9825,25.22,24.5175,24.9975,300308000
2016-01-27,24.01,24.1575,23.335,23.355,533478800
2016-01-28,23.4475,23.63,23.0975,23.5225,222715200
2016-01-29,23.6975,24.335,23.5875,24.335,257666000
2016-02-01,24.1175,24.1775,23.85,24.1075,163774000
2016-02-02,23.855,24.01,23.57,23.62,149428800
2016-02-03,23.75,24.21,23.52,24.0875,183857200
2016-02-04,23.965,24.3325,23.7975,24.15,185886800
2016-02-05,24.13,24.23,23.4225,23.505,185672400
2016-02-08,23.2825,23.925,23.26,23.7525,216085600
2016-02-09,23.5725,23.985,23.4825,23.7475,177324800
2016-02-10,23.98,24.0875,23.525,23.5675,169374400
2016-02-11,23.4475,23.68,23.1475,23.425,200298800
2016-02-12,23.5475,23.625,23.2525,23.4975,161405600
2016-02-16,23.755,24.2125,23.6525,24.16,196231600
2016-02-17,24.1675,24.5525,24.0375,24.53,179452800
2016-02-18,24.71,24.7225,24.022499,24.065001,156084000
2016-02-19,24.0,24.19,23.95,24.01,141496800
2016-02-22,24.077499,24.225,23.98,24.22,137123200
2016-02-23,24.1,24.125,23.6375,23.6725,127770400
2016-02-24,23.495,24.094999,23.33,24.025,145022800
2016-02-25,24.012501,24.19,23.8125,24.19,110330800
2016-02-26,24.3,24.505,24.145,24.2275,115964400
2016-02-29,24.215,24.5575,24.1625,24.1725,140865200
2016-03-01,24.4125,25.1925,24.355,25.1325,201628400
2016-03-02,25.1275,25.2225,24.91,25.1875,132678400
2016-03-03,25.145,25.4275,25.1125,25.375,147822800
2016-03-04,25.5925,25.9375,25.3425,25.7525,184220400
2016-03-07,25.5975,25.7075,25.24,25.4675,143315600
2016-03-08,25.195,25.44,25.1,25.2575,126247600
2016-03-09,25.3275,25.395,25.067499,25.28,108806800
2016-03-10,25.3525,25.56,25.0375,25.2925,134054400
2016-03-11,25.56,25.57,25.375,25.565,109632800
2016-03-14,25.4775,25.7275,25.445,25.63,100304400
2016-03-15,25.99,26.295,25.9625,26.145,160270800
2016-03-16,26.1525,26.5775,26.1475,26.4925,153214000
2016-03-17,26.38,26.6175,26.24,26.45,137682800
2016-03-18,26.585,26.625,26.2975,26.48,176820800
2016-03-21,26.4825,26.9125,26.285,26.4775,142010800
2016-03-22,26.3125,26.8225,26.3025,26.68,129777600
2016-03-23,26.62,26.7675,26.475,26.5325,102814000
2016-03-24,26.3675,26.5625,26.2225,26.4175,104532000
2016-03-28,26.5,26.5475,26.265,26.2975,77645600
2016-03-29,26.2225,26.9475,26.22,26.92,124760400
2016-03-30,27.1625,27.605,27.15,27.39,182404400
2016-03-31,27.43,27.475,27.22,27.2475,103553600
2016-04-01,27.195,27.5,27.049999,27.4975,103496000
2016-04-04,27.605,28.047501,27.5675,27.78,149424800
2016-04-05,27.3775,27.6825,27.355,27.4525,106314800
2016-04-06,27.5575,27.745,27.3,27.74,105616400
2016-04-07,27.4875,27.605,27.030001,27.135,127207600
2016-04-08,27.2275,27.4425,27.0425,27.165,94326800
2016-04-11,27.2425,27.6525,27.2075,27.255,117630000
2016-04-12,27.335,27.625,27.165,27.61,108929200
2016-04-13,27.7,28.084999,27.7,28.01,133029200
2016-04-14,27.905,28.0975,27.8325,28.025,101895600
2016-04-15,28.0275,28.075001,27.4325,27.4625,187756000
2016-04-18,27.2225,27.2375,26.735,26.87,243286000
2016-04-19,26.97,27.0,26.5575,26.7275,129539600
2016-04-20,26.66,27.022499,26.515,26.7825,122444000
2016-04-21,26.7325,26.7325,26.38,26.4925,126210000
2016-04-22,26.2525,26.62,26.155,26.42,134732400
2016-04-25,26.25,26.4125,26.1275,26.27,112126400
2016-04-26,25.9775,26.325,25.9775,26.0875,224064800
2016-04-27,24.0,24.6775,23.92,24.455,458408400
2016-04-28,24.4025,24.47,23.5625,23.7075,328970800
2016-04-29,23.4975,23.68,23.1275,23.435,274126000
2016-05-02,23.4925,23.52,23.1,23.41,192640400
2016-05-03,23.55,23.935,23.42,23.795,227325200
2016-05-04,23.8,23.975,23.455,23.5475,164102000
2016-05-05,23.5,23.5175,23.17,23.31,143562000
2016-05-06,23.3425,23.3625,22.9625,23.18,174799600
2016-05-09,23.25,23.4425,23.1475,23.1975,131745600
2016-05-10,23.3325,23.3925,23.0275,23.355,134747200
2016-05-11,23.37,23.3925,23.115,23.1275,114876400
2016-05-12,23.18,23.195,22.3675,22.585,305258800
2016-05-13,22.5,22.9175,22.5,22.63,177571200
2016-05-16,23.0975,23.5975,22.9125,23.47,245039200
2016-05-17,23.6375,23.675,23.2525,23.3725,187667600
2016-05-18,23.54,23.8025,23.4725,23.64,168249600
2016-05-19,23.66,23.66,23.3925,23.55,121768400
2016-05-20,23.66,23.8575,23.63,23.805,128104000
2016-05-23,23.9675,24.2975,23.9175,24.1075,152074400
2016-05-24,24.305,24.5225,24.21,24.475,140560800
2016-05-25,24.6675,24.935,24.5275,24.905,152675200
2016-05-26,24.92,25.1825,24.66,25.1025,225324800
2016-05-27,24.86,25.1175,24.8125,25.0875,145364800
2016-05-31,24.9,25.1,24.705,24.965,169228800
2016-06-01,24.755,24.885,24.5825,24.615,116693200
2016-06-02,24.4,24.46,24.1575,24.43,160766400
2016-06-03,24.4475,24.5675,24.3625,24.48,114019600
2016-06-06,24.4975,25.4725,24.3875,24.6575,93170000
2016-06-07,24.8125,24.9675,24.74,24.7575,89638000
2016-06-08,24.755,24.89,24.67,24.735,83392400
2016-06-09,24.625,24.9975,24.615,24.9125,106405600
2016-06-10,24.6325,24.8375,24.62,24.7075,126851600
2016-06-13,24.6725,24.78,24.275,24.335,152082000
2016-06-14,24.33,24.62,24.1875,24.365,127727600
2016-06-15,24.455,24.6025,24.2575,24.285,117780800
2016-06-16,24.1125,24.4375,24.0175,24.3875,125307200
2016-06-17,24.155,24.1625,23.825,23.8325,244032800
2016-06-20,24.0,24.1425,23.7575,23.775,137647600
2016-06-21,23.735,24.0875,23.67,23.9775,142185600
2016-06-22,24.0625,24.2225,23.8375,23.8875,116876400
2016-06-23,23.985,24.0725,23.8125,24.025,128960800
2016-06-24,23.2275,23.665,23.1625,23.35,301245600
2016-06-27,23.25,23.2625,22.875,23.01,181958400
2016-06-28,23.225,23.415,23.035,23.3975,161779600
2016-06-29,23.4925,23.6375,23.4075,23.6,146124000
2016-06-30,23.61,23.9425,23.575,23.9,143345600
2016-07-01,23.8725,24.1175,23.8325,23.9725,104106000
2016-07-05,23.8475,23.85,23.615,23.7475,110820800
2016-07-06,23.65,23.915,23.5925,23.8825,123796400
2016-07-07,23.925,24.125,23.905,23.985,100558400
2016-07-08,24.1225,24.2225,24.012501,24.17,115648400
2016-07-11,24.1875,24.4125,24.1825,24.245,95179600
2016-07-12,24.2925,24.425,24.28,24.355,96670000
2016-07-13,24.3525,24.4175,24.21,24.2175,103568800
2016-07-14,24.3475,24.7475,24.33,24.6975,155676000
2016-07-15,24.73,24.825,24.625,24.695,120548000
2016-07-18,24.675,25.032499,24.65,24.9575,145975600
2016-07-19,24.89,25.0,24.835,24.9675,95119600
2016-07-20,25.0,25.115,24.935,24.99,105104000
2016-07-21,24.9575,25.25,24.7825,24.8575,130808000
2016-07-22,24.815,24.825,24.5775,24.665,113254800
2016-07-25,24.5625,24.71,24.23,24.335,161531600
2016-07-26,24.205,24.4925,24.105,24.1675,224959200
2016-07-27,26.067499,26.0875,25.6875,25.7375,369379200
2016-07-28,25.7075,26.1125,25.705,26.084999,159479200
2016-07-29,26.047501,26.1375,25.92,26.0525,110934800
2016-08-01,26.1025,26.5375,26.1025,26.5125,152671600
2016-08-02,26.5125,26.5175,26.0,26.12,135266400
2016-08-03,26.2025,26.46,26.1925,26.4475,120810400
2016-08-04,26.395,26.5,26.32,26.4675,109634800
2016-08-05,26.5675,26.9125,26.545,26.87,162213600
2016-08-08,26.88,27.092501,26.79,27.092501,112148800
2016-08-09,27.057501,27.235,27.0025005,27.2025,105260800
2016-08-10,27.1775,27.225,26.94,27.0,96034000
2016-08-11,27.13,27.2325,26.9625,26.9825,109938000
2016-08-12,26.945,27.11,26.945,27.045,74641600
2016-08-15,27.035,27.385,27.02,27.37,103472800
2016-08-16,27.4075,27.5575,27.3025,27.345,135177600
2016-08-17,27.275,27.3425,27.084999,27.305,101424000
2016-08-18,27.3075,27.4,27.255,27.27,87938800
2016-08-19,27.1925,27.4225,27.09,27.34,101472400
2016-08-22,27.215,27.275,26.9625,27.1275,103280800
2016-08-23,27.1475,27.33,27.1325,27.2125,85030800
2016-08-24,27.1425,27.1875,26.92,27.0074997,94700400
2016-08-25,26.8475,26.97,26.67,26.8925,100344800
2016-08-26,26.8525,26.9875,26.5775,26.735,111065200
2016-08-29,26.655,26.86,26.5725,26.705,99881200
2016-08-30,26.45,26.625,26.375,26.5,99455600
2016-08-31,26.415,26.6425,26.41,26.525,118649600
2016-09-01,26.535,26.7,26.405,26.6825,106806000
2016-09-02,26.925,27.0,26.705,26.9325,107210000
2016-09-06,26.975,27.075001,26.8775,26.925,107521600
2016-09-07,26.9575,27.19,26.7675,27.09,169457200
2016-09-08,26.8125,26.8175,26.31,26.38,212008000
2016-09-09,26.16,26.43,25.7825,25.7825,186228000
2016-09-12,25.6625,26.43,25.6325,26.36,181171200
2016-09-13,26.8775,27.1975,26.81,26.9875,248704800
2016-09-14,27.1825,28.2575,27.15,27.9425,443554800
2016-09-15,28.465,28.9325,28.3725,28.8925,359934400
2016-09-16,28.78,29.032499,28.51,28.73,319547600
2016-09-19,28.7975,29.045,28.3125,28.395,188092000
2016-09-20,28.2625,28.53,28.1275,28.3925,138057200
2016-09-21,28.4625,28.4975,28.11,28.3875,144012800
2016-09-22,28.5875,28.735,28.5,28.655,124296000
2016-09-23,28.605,28.6975,27.8875,28.1775,209924800
2016-09-26,27.91,28.3475,27.8875,28.22,119477600
2016-09-27,28.25,28.295,28.084999,28.2725,98429600
2016-09-28,28.4225,28.66,28.3575,28.4875,118564400
2016-09-29,28.29,28.45,27.95,28.045,143548000
2016-09-30,28.115,28.3425,27.95,28.2625,145516400
2016-10-03,28.1775,28.2625,28.07,28.13,86807200
2016-10-04,28.265,28.5775,28.1575,28.25,118947200
2016-10-05,28.35,28.415,28.1725,28.2625,85812400
2016-10-06,28.425,28.585,28.2825,28.4725,115117200
2016-10-07,28.5775,28.64,28.3775,28.515,97433600
2016-10-10,28.755,29.1875,28.68,29.012501,144944000
2016-10-11,29.425,29.6725,29.049999,29.075001,256164000
2016-10-12,29.3375,29.495,29.1875,29.335,150347200
2016-10-13,29.1975,29.36,28.93,29.245,140769600
2016-10-14,29.47,29.5425,29.2825,29.4075,142608800
2016-10-17,29.3325,29.46,29.195,29.3875,94499600
2016-10-18,29.545,29.5525,29.3625,29.3675,98214000
2016-10-19,29.3125,29.44,28.45,29.28,80138400
2016-10-20,29.215,29.345,29.0825,29.265,96503200
2016-10-21,29.2025,29.2275,29.07,29.15,92770800
2016-10-24,29.275,29.435,29.25,29.4125,94154800
2016-10-25,29.4875,29.59,29.3275,29.5625,192516000
2016-10-26,28.5775,28.925,28.3275,28.8975,264536800
2016-10-27,28.8475,28.965,28.525,28.62,138248000
2016-10-28,28.4675,28.8025,28.3625,28.43,151446800
2016-10-31,28.4125,28.5575,28.3,28.385,105677600
2016-11-01,28.365,28.4425,27.6325,27.8725,175303200
2016-11-02,27.85,28.0875,27.8075,27.8975,113326800
2016-11-03,27.745,27.865,27.3875,27.4575,107730400
2016-11-04,27.1325,27.5625,27.0275,27.21,123348000
2016-11-07,27.52,27.6275,27.365,27.6025,130240000
2016-11-08,27.5775,27.93,27.425,27.765,97016800
2016-11-09,27.47,27.83,27.012501,27.72,236705600
2016-11-10,27.7725,27.7725,26.4575,26.9475,228538000
2016-11-11,26.78,27.2175,26.6375,27.1075,136575600
2016-11-14,26.9275,26.9525,26.02,26.4275,204702000
2016-11-15,26.6425,26.92,26.54,26.7775,129058000
2016-11-16,26.675,27.5575,26.65,27.4975,235362000
2016-11-17,27.4525,27.5875,27.2075,27.4875,110528000
2016-11-18,27.43,27.635,27.415,27.515,113715600
2016-11-21,27.53,27.9975,27.5025,27.9325,117058400
2016-11-22,27.9875,28.105,27.85,27.95,103862000
2016-11-23,27.84,27.8775,27.5825,27.8075,109705600
2016-11-25,27.7825,27.9675,27.7375,27.9475,45903600
